,l1,l2,l3,l4,l5,l6
2354,715,676,624,1019,1930,1064
2355,717,679,624,1022,1933,1077
2356,717,676,624,1018,1936,1081
2357,720,675,624,1011,1938,1083
2358,720,672,619,1023,1935,1082
2359,718,675,617,1015,1966,1080
2360,717,677,625,1021,1963,1075
2361,717,678,623,1023,1963,1074
2362,715,677,624,1015,1963,1077
2363,715,678,621,1012,1958,1077
2364,715,675,626,1015,1964,1083
2365,714,676,614,1015,1959,1085
2366,713,679,623,1034,1959,1088
2367,720,681,627,1037,1959,1078
2368,722,686,624,1011,1963,1079
2369,723,677,622,1023,1962,1083
2370,718,681,623,1021,1962,1077
2371,720,675,624,1021,1954,1081
2372,720,678,613,1019,1959,1077
2373,718,674,619,1021,1952,1082
2374,716,677,619,1019,1962,1080
2375,717,677,624,1015,1957,1078
2376,717,676,625,1015,1957,1075
2377,711,674,621,1023,1955,1079
2378,720,675,625,1019,1956,1077
2379,718,678,622,1018,1953,1076
2380,718,674,624,1018,1956,1077
2381,714,673,624,1019,1951,1078
2382,720,675,625,1020,1956,1052
2383,718,674,621,985,1928,1055
2384,715,681,593,993,1935,1053
2385,720,655,592,987,1931,1057
2386,683,653,601,987,1932,1042
2387,687,654,595,983,1923,1053
2388,678,656,595,978,1927,1059
2389,683,654,608,983,1922,1054
2390,678,651,595,983,1919,1050
2391,681,645,592,979,1925,1051
2392,679,645,594,979,1924,1050
2393,675,646,598,979,1923,1046
2394,676,645,589,980,1923,1059
2395,675,647,592,976,1926,1043
2396,677,645,589,972,1577,1059
2397,682,640,601,1005,1450,1067
2398,672,656,685,1009,1426,1073
2399,739,775,719,1107,1490,1164
2400,845,766,722,1104,1491,1157
2401,831,763,689,1104,1487,1168
2402,821,643,589,1094,1436,1164
2403,699,645,713,1104,1425,1159
2404,719,758,587,991,1437,1058
2405,699,641,596,983,1343,1065
2406,703,651,601,995,1342,1062
2407,722,666,718,1104,1347,1057
2408,845,772,715,1104,1330,1056
2409,839,767,592,994,1339,1061
2410,822,651,602,995,1337,1068
2411,720,767,719,1104,1360,1159
2412,840,768,714,1104,1428,1159
2413,829,759,705,1093,1430,1059
2414,819,646,585,982,1431,1068
2415,693,641,720,1101,1421,1163
2416,704,767,708,1099,1424,1158
2417,823,755,707,1093,1424,1156
2418,811,637,585,982,1330,1051
2419,691,640,595,987,1331,1062
2420,703,652,609,1000,1343,1045
2421,721,765,590,956,1360,1040
2422,836,635,579,960,1358,1040
2423,662,634,581,957,1365,1041
2424,662,633,581,958,1358,1040
2425,659,631,581,959,1367,1040
2426,656,637,578,955,1365,1744
2427,661,631,581,959,1375,1781
2428,656,637,576,957,1379,1810
2429,661,635,571,954,1385,1831
2430,662,634,578,944,1386,1853
2431,662,637,580,954,1375,1872
2432,658,630,583,956,1379,1981
2433,658,637,575,954,1373,1984
2434,659,633,578,955,1383,1987
2435,662,636,573,951,1374,1990
2436,659,635,580,957,1374,1998
2437,662,634,577,944,1371,2003
2438,657,637,577,951,1374,2000
2439,659,628,575,951,1376,2028
2440,662,636,572,950,1385,2030
2441,662,630,576,945,1365,2022
2442,659,635,576,951,1383,2022
2443,658,636,579,951,1378,2022
2444,657,634,573,957,1375,2019
2445,659,636,579,951,1378,2003
2446,660,633,577,950,1385,2014
2447,662,637,576,947,1374,1999
2448,661,637,575,955,1387,2001
2449,659,630,576,959,1383,1995
2450,661,630,576,947,1382,2000
2451,657,631,577,955,1390,1994
2452,658,633,573,954,1387,1996
2453,661,629,577,951,1392,1995
2454,660,636,572,956,1392,1990
2455,659,634,577,955,1392,1989
2456,657,633,581,955,1392,1990
2457,661,629,579,955,1390,1989
2458,659,633,577,949,1391,1969
2459,658,635,577,951,1394,1981
2460,656,631,575,951,1402,1982
2461,656,631,577,954,1399,1979
2462,659,631,579,954,1392,1981
2463,659,633,583,955,1394,1983
2464,657,634,577,954,1399,1978
2465,656,631,577,953,1408,1974
2466,657,631,580,950,1399,1977
2467,656,635,577,946,1408,1980
2468,659,630,583,944,1407,1977
2469,656,631,576,947,1399,1981
2470,657,630,582,954,1399,1989
2471,658,634,586,950,1404,2004
2472,660,634,582,958,1392,1997
2473,658,627,576,953,1393,1999
2474,662,634,590,950,1392,1993
2475,658,630,580,951,1394,2000
2476,655,633,579,955,1394,1994
2477,658,634,577,950,1395,2000
2478,659,631,576,947,1394,1999
2479,656,638,571,955,1395,2000
2480,657,630,576,955,1392,2000
2481,658,631,577,945,1393,2001
2482,662,633,571,948,1394,2000
2483,661,634,578,951,1392,1995
2484,656,632,579,951,1392,1990
2485,659,633,579,954,1402,1995
2486,656,629,578,948,1395,1988
2487,656,630,578,953,1393,2000
2488,659,631,575,948,1391,1996
2489,655,635,575,945,1393,1087
2490,658,630,577,947,1398,1095
2491,657,630,711,1087,1375,1200
2492,659,762,709,1089,1456,1195
2493,826,761,702,1091,1455,1195
2494,809,638,583,976,1347,1079
2495,689,636,587,978,1347,1083
2496,699,649,719,1061,1355,1050
2497,839,765,579,983,1332,1061
2498,827,651,718,1054,1329,1159
2499,838,763,718,1095,1424,1158
2500,821,761,715,1095,1424,1164
2501,816,636,582,978,1328,1052
2502,688,639,586,986,1328,1154
2503,703,650,715,1088,1422,1043
2504,784,769,584,983,1329,1056
2505,828,650,714,1022,1329,1155
2506,781,759,703,1102,1424,1154
2507,826,761,709,1101,1426,1161
2508,816,638,579,977,1326,1059
2509,688,639,587,1103,1421,1158
2510,701,647,582,979,1319,1055
2511,757,638,579,981,1328,1056
2512,699,646,706,1005,1329,1155
2513,755,764,715,1093,1426,1153
2514,826,765,714,1089,1424,1023
2515,817,634,574,957,1301,1023
2516,689,627,586,949,1305,1034
2517,657,634,576,944,1302,1035
2518,656,631,580,945,1309,1023
2519,656,630,579,944,1302,1021
2520,656,629,576,945,1303,1023
2521,656,630,577,944,1303,1034
2522,656,629,576,940,1298,1023
2523,657,633,569,944,1296,1023
2524,656,631,567,944,1296,1022
2525,656,630,577,950,1296,1037
2526,656,624,582,946,1296,1023
2527,656,629,575,946,1305,1019
2528,656,631,576,944,1297,1015
2529,659,627,576,944,1298,1023
2530,656,629,577,940,1296,1023
2531,659,631,573,937,1300,1023
2532,656,625,573,944,1297,1033
2533,654,631,566,946,1296,1023
2534,656,633,576,950,1301,1023
2535,656,629,579,945,1297,1018
2536,656,632,573,944,1296,1023
2537,657,627,572,944,1296,1021
2538,656,631,580,945,1296,1023
2539,656,627,574,944,1296,1023
2540,658,630,576,943,1299,1017
2541,656,631,574,944,1293,1023
2542,655,629,577,941,1295,1035
2543,656,628,576,944,1295,1023
2544,654,626,576,943,1296,1023
2545,656,627,570,944,1299,1022
2546,656,629,565,941,1296,1022
2547,655,627,573,944,1296,1023
2548,654,625,571,944,1297,1023
2549,654,630,576,944,1296,1023
2550,652,628,575,939,1294,1022
2551,656,628,574,944,1297,1014
2552,656,629,576,942,1297,1023
2553,655,627,576,947,1298,1023
2554,656,627,576,944,1299,1034
2555,653,628,572,944,1297,1023
2556,649,631,571,944,1306,1023
2557,656,624,576,945,1303,1023
2558,654,625,560,944,1309,1037
2559,655,627,576,943,1302,1023
2560,654,627,576,944,1306,1023
2561,654,627,576,946,1301,1023
2562,656,627,575,943,1313,1023
2563,655,626,573,945,1308,1023
2564,655,629,571,951,1305,1036
2565,655,628,576,944,1307,1023
2566,656,627,574,944,1311,1021
2567,656,628,577,944,1296,1021
2568,656,627,576,945,1296,1022
2569,652,628,577,939,1297,1017
2570,656,629,570,944,1296,1023
2571,656,626,567,942,1297,1020
2572,656,630,576,944,1295,1014
2573,656,633,573,939,1290,1019
2574,656,626,575,939,1294,1014
2575,654,626,577,941,1294,1017
2576,653,630,569,939,1287,1019
2577,655,625,575,941,1287,1021
2578,655,630,574,944,1292,1017
2579,656,626,573,946,1282,1014
2580,656,628,576,935,1281,1019
2581,656,630,562,941,1285,1019
2582,656,629,576,944,1293,1014
2583,647,627,576,939,1279,1015
2584,650,626,578,938,1286,1014
2585,656,631,576,943,1287,1010
2586,649,627,573,933,1285,1011
2587,654,630,565,943,1280,1015
2588,655,625,569,938,1280,1013
2589,654,628,576,933,1285,1011
2590,656,630,573,935,1275,1019
2591,654,631,577,933,1279,1014
2592,653,629,576,937,1283,1008
2593,656,629,576,941,1283,1009
2594,656,626,576,937,1275,1011
2595,656,629,579,941,1278,1018
2596,656,624,577,941,1281,1015
2597,655,627,570,935,1281,1013
2598,655,629,571,944,1279,1010
2599,652,626,567,941,1285,1017
2600,653,629,573,944,1276,1012
2601,653,627,576,934,1280,1011
2602,654,624,573,943,1296,1013
2603,654,624,576,940,1281,1014
2604,654,624,573,944,1281,1015
2605,654,625,570,933,1283,1016
2606,653,625,571,934,1280,1015
2607,656,627,563,941,1281,1015
2608,651,627,575,940,1282,1017
2609,655,626,572,942,1280,1013
2610,653,625,573,935,1278,1013
2611,652,625,565,938,1280,1008
2612,655,626,574,943,1285,1013
2613,655,627,577,944,1285,1013
2614,655,629,571,942,1281,1008
2615,653,630,573,940,1283,1015
2616,651,625,568,942,1285,1015
2617,653,626,575,942,1283,1011
2618,654,626,572,942,1290,1013
2619,651,626,573,944,1284,1015
2620,653,627,573,938,1285,1008
2621,649,627,569,939,1274,1011
2622,652,629,566,944,1275,1011
2623,651,626,584,934,1285,1010
2624,655,627,561,941,1283,1011
2625,655,626,579,941,1287,1018
2626,651,625,570,942,1280,1010
2627,654,626,574,939,1279,1017
2628,655,629,573,940,1289,1011
2629,652,628,570,933,1285,1015
2630,651,626,573,938,1281,1014
2631,653,629,573,934,1280,1012
2632,646,629,576,930,1279,1012
2633,653,626,575,931,1279,1013
2634,656,626,566,938,1280,1014
2635,653,626,570,937,1278,1017
2636,652,625,564,941,1283,1013
2637,655,625,574,940,1270,1015
2638,655,626,574,940,1276,1015
2639,655,625,566,939,1290,1018
2640,653,624,566,940,1277,1010
2641,653,628,570,941,1282,1013
2642,651,624,571,939,1284,1013
2643,652,628,578,935,1286,1011
2644,654,625,571,941,1277,1015
2645,655,629,576,943,1282,1015
2646,656,626,571,939,1283,1011
2647,654,629,569,937,1279,1021
2648,651,626,573,941,1283,1013
2649,654,627,573,939,1277,1011
2650,647,624,576,933,1280,1011
2651,653,625,567,939,1278,1007
2652,654,625,574,940,1280,1015
2653,655,626,566,937,1279,1008
2654,653,625,573,934,1279,1015
2655,650,624,574,939,1278,1014
2656,655,626,570,934,1282,1021
2657,649,624,572,944,1277,1018
2658,652,625,573,938,1274,1013
2659,655,625,571,942,1283,1010
2660,653,626,573,939,1275,1010
2661,652,625,575,942,1280,1015
2662,656,626,573,939,1286,1017
2663,650,624,574,944,1282,1011
2664,654,630,576,935,1279,1008
2665,650,625,564,938,1281,1021
2666,650,626,571,940,1282,1018
2667,651,627,581,932,1279,1015
2668,651,626,570,934,1283,1014
2669,653,624,576,931,1281,1008
2670,653,627,565,939,1281,1019
2671,652,624,581,942,1285,1012
2672,656,624,573,939,1282,1019
2673,653,627,567,941,1269,1010
2674,654,625,566,938,1285,1015
2675,650,626,578,937,1274,1017
2676,653,625,576,939,1280,1009
2677,651,624,571,934,1283,1015
2678,656,625,570,944,1277,1016
2679,651,626,576,944,1282,1009
2680,656,626,576,925,1284,1014
2681,652,623,577,945,1279,1013
2682,655,622,573,943,1283,1013
2683,654,629,578,939,1281,1013
2684,655,626,567,943,1278,1015
2685,653,627,574,935,1277,1013
2686,652,624,573,938,1278,1008
2687,654,624,574,937,1280,1013
2688,653,627,567,942,1279,1013
2689,654,626,574,943,1280,1015
2690,649,624,573,939,1287,1008
2691,649,624,577,945,1279,1010
2692,654,625,571,937,1280,1013
2693,649,625,576,939,1286,1022
2694,656,624,575,940,1282,1013
2695,654,627,576,943,1273,1011
2696,654,624,581,939,1278,1010
2697,651,626,569,935,1279,1017
2698,647,627,573,939,1280,1008
2699,653,624,576,936,1281,1008
2700,652,624,576,935,1281,1015
2701,653,625,567,942,1282,1014
2702,653,625,578,938,1279,1013
2703,653,624,564,939,1282,1008
2704,653,626,570,935,1283,1014
2705,651,626,564,937,1281,1018
2706,655,626,569,935,1271,1017
2707,651,624,576,944,1280,1017
2708,647,628,565,929,1282,1014
2709,651,629,576,939,1275,1018
2710,651,624,571,941,1277,1009
2711,653,624,572,932,1279,1013
2712,654,627,570,939,1287,1010
2713,653,625,581,930,1280,1015
2714,651,625,574,929,1283,1015
2715,653,624,562,941,1279,1014
2716,651,625,574,939,1283,1013
2717,651,626,567,941,1280,1019
2718,651,628,574,938,1281,1013
2719,653,624,575,937,1280,1014
2720,653,626,577,934,1275,1013
2721,647,627,576,935,1281,1015
2722,654,624,576,940,1278,1013
2723,651,626,575,939,1275,1018
2724,651,629,574,943,1279,1011
2725,655,624,574,939,1283,1019
2726,648,625,566,939,1278,1008
2727,653,627,574,931,1275,1023
2728,654,625,564,937,1281,1013
2729,654,625,566,937,1278,1012
2730,650,626,570,937,1280,1011
2731,651,626,567,939,1280,1010
2732,654,624,567,938,1277,1011
2733,654,626,567,938,1276,1015
2734,654,625,576,938,1278,1012
2735,654,624,576,934,1279,1013
2736,655,625,571,938,1278,1014
2737,651,627,569,939,1280,1014
2738,653,625,574,939,1278,1013
2739,655,627,565,944,1275,1010
2740,653,626,570,943,1274,1011
2741,652,624,570,935,1275,1008
2742,651,624,565,924,1265,1011
2743,653,624,571,938,1275,1012
2744,651,624,576,938,1272,1010
2745,650,625,576,933,1278,1011
2746,652,624,576,936,1280,1013
2747,655,624,570,938,1281,1009
2748,651,625,574,934,1264,1017
2749,655,625,574,941,1277,1012
2750,656,629,575,929,1269,1013
2751,652,626,571,943,1279,1019
2752,652,627,564,944,1277,1011
2753,654,625,567,937,1282,1019
2754,650,626,570,938,1280,1018
2755,652,624,569,937,1283,1015
2756,652,624,577,938,1284,1011
2757,656,627,571,944,1281,1014
2758,646,624,570,941,1283,1011
2759,654,624,573,937,1280,1013
2760,653,627,576,938,1280,1010
2761,648,626,575,928,1279,1011
2762,647,626,571,941,1278,1015
2763,646,626,573,939,1280,1013
2764,651,625,573,941,1278,1015
2765,656,625,576,938,1275,1018
2766,653,626,567,935,1283,1014
2767,654,624,573,935,1281,1014
2768,653,626,571,935,1279,1008
2769,653,626,576,938,1279,1017
2770,652,627,575,933,1279,1008
2771,649,620,574,933,1279,1015
2772,653,624,573,939,1278,1015
2773,654,626,567,937,1279,1007
2774,650,624,574,934,1279,1008
2775,651,624,573,929,1274,1020
2776,651,626,564,933,1278,1008
2777,651,626,563,934,1273,1011
2778,655,625,560,931,1277,1011
2779,650,626,567,933,1283,1011
2780,653,626,575,930,1279,1014
2781,650,625,565,941,1282,1011
2782,655,624,571,939,1277,1021
2783,643,627,574,927,1280,1095
2784,651,624,575,975,1579,1089
2785,650,626,571,974,1575,1093
2786,650,627,561,972,1582,1095
2787,656,625,577,978,1583,1100
2788,651,628,565,978,1583,1091
2789,653,626,570,977,1587,1098
2790,653,627,576,974,1584,1101
2791,651,625,569,979,1591,1094
2792,654,626,567,976,1595,1101
2793,654,626,561,976,1600,1101
2794,653,629,565,977,1600,1093
2795,656,627,574,981,1600,1095
2796,656,624,573,975,1600,1099
2797,656,629,574,981,1600,1101
2798,655,625,574,976,1593,1103
2799,656,625,573,980,1600,1099
2800,651,626,575,974,1599,1101
2801,655,625,573,973,1597,1102
2802,656,627,571,976,1604,1099
2803,656,625,571,975,1589,1107
2804,647,624,573,975,1601,1103
2805,651,626,565,976,1602,1103
2806,656,626,573,978,1595,1104
2807,656,627,576,981,1600,1100
2808,654,625,568,979,1596,1104
2809,655,626,563,978,1595,1103
2810,656,627,567,977,1591,1106
2811,656,626,576,985,1600,1101
2812,656,625,571,979,1595,1104
2813,653,625,576,976,1595,1103
2814,653,625,576,976,1597,1098
2815,651,627,575,981,1602,1098
2816,656,625,579,976,1599,1103
2817,656,629,576,976,1602,1101
2818,658,627,576,982,1607,1104
2819,653,626,561,976,1595,1093
2820,653,626,570,978,1600,1101
2821,655,625,565,979,1602,1097
2822,650,630,571,976,1594,1104
2823,654,624,574,976,1601,1101
2824,649,624,573,976,1590,1103
2825,654,625,567,980,1591,1099
2826,654,627,569,979,1598,1098
2827,656,625,571,981,1600,1100
2828,654,628,571,977,1594,1098
2829,652,631,570,976,1591,1101
2830,655,624,570,976,1602,1104
2831,651,626,571,978,1597,1104
2832,652,626,572,974,1597,1103
2833,655,626,571,976,1597,1104
2834,656,625,571,976,1597,1103
2835,656,627,576,976,1601,1103
2836,655,626,564,976,1595,1104
2837,655,625,565,973,1601,1103
2838,649,623,573,979,1609,1102
2839,653,625,575,982,1591,1095
2840,655,624,579,981,1599,1103
2841,653,626,569,978,1600,1099
2842,650,624,573,977,1600,1103
2843,653,623,570,976,1601,1102
2844,655,627,570,976,1598,1100
2845,652,624,574,977,1595,1097
2846,656,629,567,978,1600,1098
2847,655,625,567,977,1598,1099
2848,654,628,570,976,1589,1105
2849,653,625,570,978,1599,1103
2850,651,626,567,985,1595,1102
2851,655,628,570,977,1600,1104
2852,652,629,573,973,1601,1105
2853,656,627,571,976,1597,1098
2854,655,624,566,977,1600,1100
2855,655,625,570,976,1600,1103
2856,654,625,575,976,1598,1094
2857,656,625,567,981,1599,1104
2858,652,624,571,976,1596,1102
2859,653,624,575,975,1600,1102
2860,655,624,577,975,1601,1102
2861,655,624,573,982,1595,1099
2862,647,624,565,976,1598,1097
2863,655,623,567,975,1595,1102
2864,649,625,572,978,1596,1100
2865,652,624,578,973,1597,1102
2866,655,624,571,978,1598,1100
2867,653,625,564,973,1600,1101
2868,652,623,570,976,1600,1101
2869,652,625,572,976,1602,1101
2870,652,625,573,976,1597,1103
2871,651,624,564,976,1590,1100
2872,654,624,567,976,1602,1104
2873,655,624,574,979,1589,1103
2874,646,624,569,978,1595,1098
2875,651,624,575,978,1594,1099
2876,650,625,569,976,1600,1099
2877,653,628,569,975,1569,1097
2878,653,627,566,977,1597,1098
2879,651,625,570,976,1594,1097
2880,652,624,573,971,1600,1102
2881,651,624,570,973,1597,1102
2882,650,625,573,975,1601,1095
2883,653,626,565,976,1597,1097
2884,652,624,565,976,1591,1099
2885,653,624,569,979,1600,1104
2886,651,624,570,975,1599,1098
2887,656,624,572,976,1593,1099
2888,653,624,574,979,1597,1101
2889,653,624,571,975,1593,1101
2890,653,624,576,974,1599,1106
2891,653,624,569,975,1603,1104
2892,653,624,576,976,1599,1093
2893,653,624,562,971,1595,1102
2894,644,624,565,976,1591,1099
2895,650,624,575,975,1594,1098
2896,654,624,567,976,1590,1102
2897,654,624,561,976,1598,1104
2898,650,624,561,978,1600,1091
2899,651,631,567,974,1591,1099
2900,651,624,574,970,1593,1098
2901,639,624,567,971,1600,1095
2902,651,623,561,978,1598,1095
2903,648,624,566,976,1595,1103
2904,654,624,574,973,1595,1100
2905,651,624,565,975,1591,1101
2906,647,624,574,976,1591,1097
2907,653,625,563,981,1593,1101
2908,650,624,566,976,1599,1095
2909,646,624,574,969,1595,1098
2910,646,626,567,976,1595,1098
2911,650,624,569,975,1599,1097
2912,652,624,570,976,1596,1102
2913,650,625,571,977,1599,1097
2914,647,624,566,976,1594,1093
2915,650,625,567,973,1599,1099
2916,652,624,570,975,1598,1104
2917,650,624,569,975,1598,1098
2918,650,625,565,979,1599,1099
2919,651,619,562,970,1596,1101
2920,650,625,575,971,1598,1099
2921,646,622,570,976,1593,1097
2922,650,625,567,976,1596,1099
2923,652,623,571,976,1594,1096
2924,642,623,566,974,1595,1094
2925,647,624,569,975,1591,1101
2926,653,624,561,973,1597,1090
2927,2617,623,568,977,1597,1100
2928,2752,622,565,976,1600,1102
2929,2864,624,576,976,1595,1099
2930,2959,624,565,972,1591,1099
2931,3033,624,570,974,1594,1212
2932,3106,624,706,1118,1705,1115
2933,701,751,586,1013,1623,1117
2934,819,752,567,1008,1617,1215
2935,836,627,693,1111,1699,1217
2936,690,625,694,1122,1712,1123
2937,675,752,704,1127,1638,1121
2938,812,752,571,1012,1629,1218
2939,828,630,571,1006,1694,1223
2940,702,626,691,1121,1715,1136
2941,674,750,702,1131,1715,1122
2942,798,750,578,1014,1621,1218
2943,820,633,701,1127,1712,1122
2944,707,752,573,1018,1623,1117
2945,816,637,576,1008,1623,1223
2946,749,626,693,1115,1712,1220
2947,683,745,702,1122,1710,1113
2948,675,751,580,1023,1628,1218
2949,815,656,701,1126,1714,1123
2950,832,752,618,1034,1629,1126
2951,811,752,573,1018,1623,1220
2952,830,624,563,1120,1702,1223
2953,690,624,706,1120,1706,1225
2954,677,748,703,1047,1636,1125
2955,810,751,573,1036,1636,1107
2956,830,626,567,1002,1614,1108
2957,723,623,565,999,1613,1106
2958,661,619,565,999,1614,1106
2959,661,622,565,998,1613,1103
2960,686,621,569,999,1607,1104
2961,725,618,559,1001,1610,1103
2962,995,620,563,996,1613,1104
2963,3303,622,564,987,1609,1108
2964,3341,619,560,991,1600,1101
2965,3373,623,571,996,1612,1104
2966,3408,621,570,999,1613,1113
2967,3437,625,578,1005,1611,1235
2968,3456,629,727,1153,1726,1134
2969,672,773,596,1051,1641,1134
2970,845,778,583,1041,1635,1232
2971,871,639,707,1155,1726,1243
2972,718,639,725,1161,1735,1139
2973,700,771,615,1059,1648,1136
2974,846,773,572,1040,1645,1238
2975,866,640,576,1041,1718,1233
2976,726,638,720,1153,1733,1143
2977,699,769,731,1168,1739,1134
2978,831,775,576,1047,1641,1233
2979,858,641,586,1149,1727,1239
2980,735,636,715,1155,1729,1237
2981,703,764,721,1161,1734,1136
2982,688,772,590,1046,1647,1135
2983,846,668,582,1040,1642,1239
2984,869,635,714,1151,1728,1135
2985,705,633,723,1055,1637,1238
2986,689,769,582,1151,1723,1237
2987,842,633,718,1157,1725,1133
2988,698,767,724,1085,1649,1131
2989,841,773,582,1031,1644,1233
2990,858,633,576,1035,1721,1109
2991,716,631,721,996,1611,1107
2992,689,770,569,994,1605,1106
2993,830,629,576,998,1607,1110
2994,663,633,576,998,1611,1111
2995,663,629,575,992,1613,1105
2996,688,629,562,990,1614,1110
2997,1035,629,576,996,1610,1104
2998,1601,630,569,995,1602,1109
2999,2000,631,564,986,1609,1105
3000,3349,627,579,993,1610,1110
3001,3387,628,581,990,1602,1107
3002,3415,626,575,989,1616,1106
3003,3443,630,575,990,1602,1105
3004,3472,626,570,991,1601,1232
3005,3486,631,719,1147,1723,1126
3006,661,772,589,1037,1638,1127
3007,831,772,579,1023,1638,1233
3008,860,639,715,1142,1729,1237
3009,705,633,718,1150,1729,1136
3010,702,772,719,1159,1648,1125
3011,837,767,579,1035,1638,1235
3012,848,637,575,1023,1712,1237
3013,717,635,718,1150,1730,1139
3014,693,767,722,1160,1727,1127
3015,826,771,589,1039,1643,1237
3016,851,641,721,1158,1728,1133
3017,726,777,586,1040,1643,1135
3018,847,646,581,1037,1639,1232
3019,762,636,717,1147,1728,1242
3020,695,758,726,1155,1745,1134
3021,685,771,583,1043,1646,1239
3022,843,656,714,1152,1725,1134
3023,864,767,625,1050,1642,1131
3024,838,770,576,1035,1631,1237
3025,855,638,578,1140,1721,1237
3026,709,634,719,1134,1731,1135
3027,688,768,718,1062,1646,1133
3028,832,771,579,1040,1639,1116
3029,850,637,576,1001,1616,1107
3030,723,626,577,995,1609,1106
3031,661,631,572,992,1615,1105
3032,661,631,575,995,1610,1105
3033,662,631,570,990,1613,1104
3034,662,631,581,989,1610,1104
3035,659,634,576,982,1611,1105
3036,662,629,575,985,1615,1105
3037,3211,630,577,990,1607,1104
3038,3253,626,576,986,1602,1104
3039,3300,629,576,992,1611,1103
3040,3331,631,573,988,1599,1105
3041,3371,628,574,991,1600,1105
3042,3406,628,574,987,1610,1104
3043,3630,627,573,989,1607,1233
3044,3635,630,720,1141,1722,1126
3045,898,767,595,1038,1642,1129
3046,852,773,576,1036,1633,1233
3047,866,638,581,1089,1721,1239
3048,704,635,722,1152,1726,1135
3049,688,767,724,1162,1654,1133
3050,826,771,576,1039,1637,1237
3051,851,640,575,1023,1709,1236
3052,714,634,720,1146,1728,1237
3053,690,767,719,1150,1728,1136
3054,823,771,585,1040,1645,1127
3055,847,646,578,1031,1635,1233
3056,782,630,717,1143,1726,1239
3057,698,767,720,1149,1737,1131
3058,687,769,589,1042,1635,1237
3059,841,660,718,1152,1727,1138
3060,854,763,650,1047,1645,1130
3061,835,774,583,1033,1638,1234
3062,854,633,579,1140,1727,1237
3063,704,634,719,1151,1729,1129
3064,688,767,715,1072,1648,1241
3065,832,769,713,1152,1726,1111
3066,848,767,576,999,1611,1111
3067,822,633,581,992,1611,1106
3068,659,633,573,989,1609,1104
3069,659,633,580,990,1610,1109
3070,656,626,579,987,1611,1105
3071,663,629,574,989,1611,1104
3072,658,626,574,991,1610,1104
3073,2800,629,567,989,1613,1106
3074,2897,629,572,987,1607,1107
3075,2987,634,574,988,1606,1104
3076,3055,627,570,987,1567,1104
3077,3120,626,572,992,1606,1104
3078,3178,628,575,987,1611,1103
3079,3558,631,573,990,1609,1104
3080,3583,627,589,990,1611,1104
3081,3581,628,569,987,1601,1104
3082,3600,627,577,983,1604,1105
3083,3616,626,567,994,1605,1232
3084,3610,628,719,1143,1721,1126
3085,661,767,592,1039,1635,1120
3086,832,769,574,1021,1630,1234
3087,855,634,720,1140,1718,1235
3088,705,635,726,1146,1725,1132
3089,687,765,592,1041,1645,1125
3090,833,771,577,1023,1632,1223
3091,849,638,576,1019,1706,1238
3092,714,637,720,1141,1731,1139
3093,691,767,727,1149,1731,1133
3094,819,770,587,1022,1633,1237
3095,848,638,576,1139,1718,1133
3096,724,639,576,1039,1639,1130
3097,690,645,581,1022,1638,1234
3098,758,637,702,1142,1722,1233
3099,693,763,717,1155,1737,1134
3100,682,771,589,1046,1637,1232
3101,835,659,582,1139,1722,1126
3102,855,634,621,1040,1643,1134
3103,698,771,578,1040,1635,1233
3104,851,636,574,1136,1726,1235
3105,705,636,719,1140,1734,1131
3106,688,766,721,1067,1648,1104
3107,830,768,582,1021,1606,1102
3108,850,634,576,992,1603,1098
3109,707,630,576,979,1606,1104
3110,653,631,576,983,1600,1103
3111,656,629,576,990,1605,1108
3112,659,630,575,994,1605,1104
3113,657,630,575,986,1612,1104
3114,657,630,573,979,1613,1104
3115,656,1727,572,987,1607,1105
3116,658,2176,579,991,1611,1104
3117,656,2475,573,981,1603,1104
3118,656,2688,576,983,1603,1104
3119,657,2851,574,981,1606,1104
3120,655,2981,580,985,1600,1107
3121,655,3682,570,986,1610,1105
3122,656,3711,574,983,1605,1095
3123,655,3726,574,981,1607,1104
3124,656,3745,571,981,1606,1104
3125,651,3758,576,983,1602,1104
3126,655,3773,582,992,1607,1222
3127,656,625,582,1009,1622,1120
3128,661,633,579,1031,1628,1127
3129,689,635,582,1035,1631,1129
3130,699,640,593,1041,1637,1132
3131,717,753,708,1136,1648,1127
3132,840,752,575,1035,1638,1125
3133,833,641,592,1041,1642,1132
3134,720,757,710,1136,1651,1225
3135,842,760,702,1137,1743,1232
3136,828,754,700,1136,1712,1228
3137,822,755,704,1130,1712,1229
3138,816,753,699,1136,1716,1225
3139,684,758,704,1136,1713,1227
3140,823,754,695,1131,1712,1229
3141,810,754,573,1083,1713,1124
3142,679,630,576,1023,1630,1126
3143,688,634,585,1023,1630,1126
3144,697,638,583,1017,1634,1126
3145,710,640,576,1023,1626,1131
3146,770,630,578,1035,1635,1126
3147,693,634,585,1034,1638,1127
3148,706,644,709,1045,1640,1158
3149,769,752,704,1139,1718,1105
3150,837,755,703,989,1607,1104
3151,830,753,565,990,1609,1104
3152,817,2111,571,985,1603,1104
3153,656,2427,576,986,1605,1104
3154,651,2659,576,981,1606,1104
3155,656,2831,565,987,1613,1104
3156,657,2963,571,983,1605,1103
3157,656,3071,575,988,1599,1102
3158,657,3696,581,989,1601,1105
3159,658,3714,576,987,1607,1104
